STT,Mã Tỉnh/TP,Tên Tỉnh/TP,Mã Quận/Huyện,Tên Quận/Huyện,Mã Trường,Tên Trường,Địa Chỉ,Khu Vực,Trường DTNT
6266,57,Vĩnh Long,04,Thị xã Bình Minh,056,THCS và THPT Đông Thành,Xã Đông Thành- Thị xã Bình Minh,KV1,
6267,57,Vĩnh Long,04,Thị xã Bình Minh,060,THPT Hoàng Thái Hiếu,Thị xã Bình Minh,KV2,
6268,57,Vĩnh Long,04,Thị xã Bình Minh,061,Trung tâm GDNN-GDTX TX Bình Minh,Thị xã Bình Minh,KV2,
6269,57,Vĩnh Long,04,Thị xã Bình Minh,062,THCS và THPT Đông Thành,Xã Đông Thành,KV1,
6270,57,Vĩnh Long,05,Huyện Tam Bình,011,THPT Trần Đại Nghĩa,"Xã Tường Lộc, H. Tam Bình",KV2-NT,
6271,57,Vĩnh Long,05,Huyện Tam Bình,012,THCS và THPT Long Phú,"Xã Long Phú, H. Tam Bình",KV2-NT,
6272,57,Vĩnh Long,05,Huyện Tam Bình,018,THPT Tam Bình,"TT Tam Bình, H. Tam Bình",KV2-NT,
6273,57,Vĩnh Long,05,Huyện Tam Bình,026,Phổ thông Dân tộc Nội trú,"Xã Tường Lộc, H. Tam Bình",KV2-NT,DTNT
6274,57,Vĩnh Long,05,Huyện Tam Bình,027,THCS và THPT Phú Thịnh,"Xã Phú Thịnh, H. Tam Bình",KV2-NT,
6275,57,Vĩnh Long,05,Huyện Tam Bình,028,THPT Phan Văn Hòa,"Xã Hậu Lộc, H. Tam Bình",KV2-NT,
6276,57,Vĩnh Long,05,Huyện Tam Bình,036,TTGDTX huyện Tam Bình,"TT Tam Bình, H. Tam Bình",KV2-NT,
6277,57,Vĩnh Long,05,Huyện Tam Bình,048,TT GDNN-GDTX huyện Tam Bình,"TT Tam Bình, H. Tam Bình",KV2-NT,
6278,57,Vĩnh Long,05,Huyện Tam Bình,053,THPT Song Phú,"Ấp Phú trường Yên, Xã Song Phú, huyện Tam Bình",KV2-NT,
6279,57,Vĩnh Long,06,Huyện Trà Ôn,013,THPT Trà Ôn,"TT Trà Ôn, H. Trà Ôn",KV2-NT,
6280,57,Vĩnh Long,06,Huyện Trà Ôn,014,THPT Hựu Thành,"Xã Hựu Thành, H. Trà Ôn",KV1,
6281,57,Vĩnh Long,06,Huyện Trà Ôn,019,THPT Lê Thanh Mừng,"Xã Thiện Mỹ, H. Trà Ôn",KV1,
6282,57,Vĩnh Long,06,Huyện Trà Ôn,020,THPT Vĩnh Xuân,"Xã Vĩnh Xuân, H. Trà Ôn",KV2-NT,
6283,57,Vĩnh Long,06,Huyện Trà Ôn,030,THCS và THPT Hoà Bình,"Xã Hoà Bình, H. Trà Ôn",KV2-NT,
6284,57,Vĩnh Long,06,Huyện Trà Ôn,037,TTGDTX huyện Trà Ôn,"Xã Thiện Mỹ, H. Trà Ôn",KV1,
6285,57,Vĩnh Long,06,Huyện Trà Ôn,049,TT GDNN-GDTX huyện Trà Ôn,"Xã Thiện Mỹ, H. Trà Ôn",KV1,
6286,57,Vĩnh Long,06,Huyện Trà Ôn,054,THPT Lê Thanh Mừng (Từ ngày 28/4/2017),"Xã Thiện Mỹ, H. Trà Ôn",KV2-NT,
6287,57,Vĩnh Long,06,Huyện Trà Ôn,055,TT GDNN-GDTX huyện Trà Ôn (Từ ngày ngày 28/4/2017),"Xã Thiện Mỹ, H. Trà Ôn",KV2-NT,
6288,57,Vĩnh Long,06,Huyện Trà Ôn,063,THPT Hựu Thành,Xã Hựu Thành,KV2-NT,
6289,57,Vĩnh Long,07,Huyện Vũng Liêm,007,THPT Võ Văn Kiệt,"TT Vũng Liêm, H. Vũng Liêm",KV2-NT,
6290,57,Vĩnh Long,07,Huyện Vũng Liêm,008,THPT Hiếu Phụng,"Xã Hiếu Phụng, H. Vũng Liêm",KV2-NT,
6291,57,Vĩnh Long,07,Huyện Vũng Liêm,022,THPT Nguyễn Hiếu Tự,"TT Vũng Liêm, H. Vũng Liêm",KV2-NT,
6292,57,Vĩnh Long,07,Huyện Vũng Liêm,031,THCS và THPT Hiếu Nhơn,"Xã Hiếu Nhơn, H. Vũng Liêm",KV2-NT,
6293,57,Vĩnh Long,07,Huyện Vũng Liêm,038,TTGDTX huyện Vũng Liêm,"TT Vũng Liêm, H. Vũng Liêm",KV2-NT,
6294,57,Vĩnh Long,07,Huyện Vũng Liêm,050,TT GDNN-GDTX huyện Vũng Liêm,"Xã Trung Thành, H. Vũng Liêm",KV1,
6295,57,Vĩnh Long,07,Huyện Vũng Liêm,057,THCS và THPT Thanh Bình,Xã Thanh Bình- huyện Vũng Liêm,KV2-NT,
6296,57,Vĩnh Long,07,Huyện Vũng Liêm,058,THCS và THPT Phan Văn Đáng,Xã Tân An Luông- huyện Vũng Liêm,KV2-NT,
6297,57,Vĩnh Long,07,Huyện Vũng Liêm,059,Trung tâm GDNN-GDTX Vũng Liêm,huyện Vũng Liêm,KV2-NT,
6298,57,Vĩnh Long,08,Huyện Bình Tân,010,THPT Tân Quới,"Xã Tân Quới, H. Bình Tân",KV2-NT,
6299,57,Vĩnh Long,08,Huyện Bình Tân,025,THPT Tân Lược,"Xã Tân Lược, H. Bình Tân",KV2-NT,
6300,57,Vĩnh Long,08,Huyện Bình Tân,039,THCS và THPT Mỹ Thuận,"Xã Mỹ Thuận, H. Bình Tân",KV2-NT,
6301,57,Vĩnh Long,08,Huyện Bình Tân,040,TTGDTX huyện Bình Tân,"Xã Thành Đông, H. Bình Tân",KV2-NT,
6302,57,Vĩnh Long,08,Huyện Bình Tân,051,TT GDNN-GDTX huyện Bình Tân,"Xã Thành Đông, H. Bình Tân",KV2-NT,
6303,57,Vĩnh Long,09,Thị xã Bình Minh,064,THCS và THPT Đông Thành (Sau ngày 23/12/2022),Xã Đông Thành (Sau ngày 23/12/2022),KV1,
6304,57,Vĩnh Long,10,Huyện Tam Bình,065,THPT Trần Đại Nghĩa,Xã Tường Lộc,KV2-NT,
6305,57,Vĩnh Long,10,Huyện Tam Bình,066,THPT Tam Bình,Thị trấn Tam Bình,KV2-NT,
6306,57,Vĩnh Long,10,Huyện Tam Bình,067,THCS và THPT Long Phú,Xã Long Phú,KV2-NT,
6307,57,Vĩnh Long,10,Huyện Tam Bình,068,THPT Song Phú,Xã Song Phú,KV2-NT,
6308,57,Vĩnh Long,10,Huyện Tam Bình,069,THPT Phan Văn Hòa,Xã Hậu Lộc,KV2-NT,
6309,57,Vĩnh Long,10,Huyện Tam Bình,070,TT GDNN-GDTX huyện Tam Bình,Thị trấn Tam Bình,KV2-NT,
6310,57,Vĩnh Long,10,Huyện Tam Bình,071,Phổ thông Dân tộc Nội trú,Xã Tường Lộc,KV2-NT,DTNT
6311,58,Trà Vinh,00,Sở Giáo dục và Đào tạo,800,Học ở nước ngoài_58,,KV3,
6312,58,Trà Vinh,00,Sở Giáo dục và Đào tạo,900,"Quân nhân, Công an tại ngũ_58",,KV3,
6313,58,Trà Vinh,01,Thành phố Trà Vinh,001,THPT Phạm Thái Bường (Trước 04/6/2021),"Phường 1, thành phố Trà Vinh, tỉnh Trà Vinh",KV1,
6314,58,Trà Vinh,01,Thành phố Trà Vinh,011,Phổ thông Dân Tộc Nội Trú - THPT tỉnh Trà Vinh,"Phường 1, thành phố Trà Vinh, tỉnh Trà Vinh, hưởng ưu tiên theo hộ khẩu.",KV1,DTNT
6315,58,Trà Vinh,01,Thành phố Trà Vinh,012,THPT Chuyên Nguyễn Thiện Thành,"Phường 4, thành phố Trà Vinh, tỉnh Trà Vinh",KV2,
6316,58,Trà Vinh,01,Thành phố Trà Vinh,016,Trung tâm GDTX-HNDN thành phố Trà Vinh (Trước 04/6/2021),"Phường 1, thành phố Trà Vinh, tỉnh Trà Vinh",KV1,
6317,58,Trà Vinh,01,Thành phố Trà Vinh,017,THPT Thành Phố Trà Vinh,"Phường 9, thành phố Trà Vinh, tỉnh Trà Vinh",KV1,
6318,58,Trà Vinh,01,Thành phố Trà Vinh,039,Cao đẳng nghề Trà Vinh,"xã Long Đức, TP Trà Vinh, tỉnh Trà Vinh",KV1,
6319,58,Trà Vinh,01,Thành phố Trà Vinh,043,Thực Hành Sư Phạm (Trước 04/6/2021),"Phường 1, thành phố Trà Vinh, tỉnh Trà Vinh",KV1,
6320,58,Trà Vinh,01,Thành phố Trà Vinh,047,Trung cấp Pali Khmer,"Phường 8, thành phố Trà Vinh, tỉnh Trà Vinh",KV1,
6321,58,Trà Vinh,01,Thành phố Trà Vinh,054,THPT Chuyên Trà Vinh (trước 26/4/2014),"Phường 1, thành phố Trà Vinh, tỉnh Trà Vinh",KV2,
6322,58,Trà Vinh,01,Thành phố Trà Vinh,055,Cao đẳng Sư phạm Trà Vinh,"Phường 1, thị xã Trà Vinh, tỉnh Trà Vinh",KV2,
6323,58,Trà Vinh,01,Thành phố Trà Vinh,059,Phổ thông Dân tộc Nội trú - THPT tỉnh Trà Vinh (từ 25/7/2018),"Phường 4, thành phố Trà Vinh, tỉnh Trà Vinh, hưởng ưu tiên theo hộ khẩu",KV2,DTNT
6324,58,Trà Vinh,01,Thành phố Trà Vinh,063,THPT Phạm Thái Bường (Từ 04/6/2021-14/8/2024),"Phường 1, thành phố Trà Vinh, tỉnh Trà Vinh.",KV2,
6325,58,Trà Vinh,01,Thành phố Trà Vinh,064,THPT Phạm Thái Bường (Từ 15/8/2024),"Phường 1, thành phố Trà Vinh, tỉnh Trà Vinh",KV1,
6326,58,Trà Vinh,01,Thành phố Trà Vinh,065,Thực Hành Sư Phạm (Từ 04/6/2021 - 14/8/2024),"Phường 1, thành phố Trà Vinh, tỉnh Trà Vinh",KV2,
6327,58,Trà Vinh,01,Thành phố Trà Vinh,066,Thực Hành Sư Phạm (Từ 15/8/2024),"Phường 1, thành phố Trà Vinh, tỉnh Trà Vinh",KV1,
6328,58,Trà Vinh,01,Thành phố Trà Vinh,069,Trung tâm GDTX-HNDN thành phố Trà Vinh (Từ 04/6/2021 - 14/8/2024),"Phường 1, thành phố Trà Vinh, tỉnh Trà Vinh",KV2,
6329,58,Trà Vinh,01,Thành phố Trà Vinh,070,Trung tâm GDTX-HNDN thành phố Trà Vinh (Từ 15/8/2024),"Phường 1, thành phố Trà Vinh, tỉnh Trà Vinh",KV1,
6330,58,Trà Vinh,01,Thành phố Trà Vinh,801,Trường THPT - Khu vực 1,,KV1,
6331,58,Trà Vinh,01,Thành phố Trà Vinh,802,Trường THPT - KV2NT,,KV2-NT,
6332,58,Trà Vinh,01,Thành phố Trà Vinh,803,Trường THPT - KV2,,KV2,
6333,58,Trà Vinh,01,Thành phố Trà Vinh,804,Trường THPT - Khu vực 3,,KV3,
6334,58,Trà Vinh,02,Huyện Càng Long,002,THPT Nguyễn Đáng,"Thị trấn Càng Long, huyện Càng Long, tỉnh Trà Vinh",KV2-NT,
6335,58,Trà Vinh,02,Huyện Càng Long,003,THPT Nguyễn Văn Hai,"Xã Bình Phú, huyện Càng Long,tỉnh Trà Vinh",KV1,
